pid,female,age,us_citizen,high_school,bachelor,employed,wage_hourly,income,renter,rent
631,0,39,1,1,1,1,36.05769230769231,75000,1,1300
632,1,51,1,1,1,1,25,114000,1,3000
633,1,53,1,1,0,1,21.634615384615383,85000,1,1500
634,0,71,1,0,0,0,NA,12000,1,440
635,0,28,0,1,1,1,64.90384615384616,305000,1,2800
636,1,69,1,1,1,0,NA,88500,0,NA
637,1,68,1,1,1,1,8.557692307692308,38500,0,NA
638,1,29,1,1,1,1,28.846153846153847,110000,1,1400
639,0,32,0,1,1,1,39.743589743589745,283000,1,2900
640,0,28,1,1,1,1,35.769230769230774,128000,1,1200
641,1,45,1,1,1,1,40.38461538461539,147000,1,2100
642,1,29,1,1,1,0,0,74000,1,2100
643,0,38,1,1,1,1,62.5,130000,1,1500
644,0,31,1,1,1,1,76.92307692307692,333000,1,3000
645,1,29,0,1,1,1,67.3076923076923,140000,1,1800
646,0,68,1,1,1,0,NA,0,0,NA
647,0,29,0,1,1,1,5.769230769230769,180000,1,950
648,1,55,1,1,0,1,40.86538461538461,125000,0,NA
649,0,30,0,1,1,1,9.615384615384617,166000,1,1500
650,1,51,1,0,0,1,20.192307692307693,21000,1,1500
651,0,34,1,1,1,1,57.69230769230769,150000,0,NA
652,0,37,0,1,1,1,42.73504273504273,100000,1,3800
653,0,27,0,1,1,1,43.26923076923077,225000,1,3200
654,1,65,1,1,1,1,22.115384615384617,176000,0,NA
655,1,37,1,1,1,1,50.48076923076923,289000,0,NA
656,1,36,0,1,1,1,72.11538461538461,150000,0,NA
657,0,32,0,1,1,1,163.46153846153845,450000,1,5100
658,1,44,1,1,0,1,26.44230769230769,55000,1,1500
659,0,41,1,1,1,0,NA,84400,0,NA
660,0,57,0,0,0,1,24.03846153846154,50000,1,2000
661,1,35,1,1,1,1,21.893491124260354,74000,1,1700
662,0,37,0,1,1,1,72.59615384615384,145800,1,2100
663,0,66,1,1,0,1,14.285714285714286,114000,0,NA
664,0,59,1,1,0,1,21.52777777777778,110300,0,NA
665,1,66,1,1,0,1,52.88461538461538,186800,0,NA
666,1,23,0,1,1,1,31.25,215000,1,2500
667,0,35,0,1,1,1,144.23076923076923,300000,1,3700
668,0,26,0,1,0,1,4.807692307692308,21600,1,1500
669,0,49,0,1,1,1,23.076923076923077,89500,1,1100
670,1,76,1,1,0,0,7.6923076923076925,28500,0,NA
671,1,32,1,1,1,1,36.05769230769231,136000,1,2200
672,1,45,1,1,0,1,20.673076923076923,43000,1,1300
673,1,34,1,1,0,1,16.346153846153847,87000,1,1000
674,0,35,1,1,0,1,76.92307692307692,241000,1,5100
675,0,38,0,1,1,1,76.92307692307693,255000,0,NA
676,0,39,0,1,1,1,100.96153846153847,355000,1,2900
677,1,34,1,1,1,1,96.15384615384616,200000,0,NA
678,1,49,1,1,1,1,16.826923076923077,73000,1,2500
679,1,61,1,1,0,0,NA,0,1,950
680,0,65,1,1,1,0,NA,0,1,800
681,0,31,1,0,0,1,22.115384615384617,46000,1,1200
682,1,25,1,1,1,1,40.86538461538461,100000,1,2000
683,0,59,1,1,0,0,22.30769230769231,73000,1,1600
684,1,78,1,0,0,0,NA,23000,1,610
685,0,35,0,1,1,1,15.048076923076923,31300,1,700
686,0,51,1,1,1,0,17.644230769230766,124700,1,1100
687,1,57,1,1,1,1,48.07692307692308,100000,0,NA
688,0,43,0,1,1,1,57.69230769230769,120500,1,2200
689,1,36,1,1,1,1,64.90384615384616,285000,1,2700
690,0,50,1,1,1,1,28.846153846153847,60000,0,NA
691,1,33,1,1,1,1,33.65384615384615,70000,1,1300
692,0,65,1,1,1,1,28.846153846153847,97000,0,NA
693,0,49,1,1,0,0,34.18803418803419,80360,0,NA
694,0,39,1,1,1,1,41.75824175824175,272100,0,NA
695,0,78,1,1,0,0,NA,91600,0,NA
696,0,39,1,1,1,1,27.77777777777778,115000,0,NA
697,0,34,0,1,1,1,36.05769230769231,160000,1,2400
698,1,34,1,1,1,1,18.58974358974359,58110,1,1500
699,1,25,1,1,1,1,38.46153846153847,80220,1,1900
700,0,32,0,1,1,1,37.36263736263736,111100,0,NA
701,0,33,0,1,1,0,NA,30400,1,1100
702,0,57,1,1,1,1,0,215000,0,NA
703,1,35,0,1,1,1,48.07692307692308,100080,1,1800
704,1,43,0,1,1,1,21.428571428571427,74300,0,NA
705,1,49,1,1,1,1,32.05128205128205,110000,0,NA
706,1,31,1,1,1,1,50.607287449392715,350000,1,5100
707,0,27,1,1,0,1,18.75,48400,1,1500
708,1,28,1,1,1,1,92.3076923076923,517000,1,2900
709,1,24,1,1,1,1,20.361990950226243,29000,1,900
710,0,43,0,1,1,1,74.51923076923077,237400,0,NA
711,1,81,1,1,0,0,NA,13900,1,600
712,0,54,1,1,1,0,NA,50300,1,1100
713,1,66,1,0,0,1,20.51282051282051,62500,0,NA
714,0,34,1,1,1,1,79.32692307692307,240000,0,NA
715,0,41,0,1,0,1,7.211538461538462,25000,1,1000
716,1,36,1,1,1,1,37.5,218000,1,1700
717,1,43,1,1,0,1,16.692307692307693,100700,1,1500
718,0,43,1,1,1,1,57.69230769230769,150000,1,5100
719,0,42,0,1,1,0,NA,10600,0,NA
720,0,87,1,1,0,1,20.79002079002079,74800,0,NA
721,0,46,1,1,1,1,20,41600,0,NA
722,1,39,1,1,0,1,43.26923076923077,136000,1,1800
723,1,45,0,1,0,1,2.1634615384615383,93500,0,NA
724,1,53,1,1,1,1,55.55555555555556,132000,0,NA
725,1,70,1,1,0,1,19.23076923076923,64800,1,1600
726,1,28,0,1,0,1,10.961538461538462,22800,0,NA
727,0,32,1,1,1,1,75,293700,1,3200
728,0,34,0,1,1,1,42.30769230769231,88000,1,1700
729,1,34,1,1,1,1,24.03846153846154,79400,1,1700
730,1,80,1,1,0,1,8.75,66300,1,1500
731,0,32,1,1,1,1,22.596153846153847,47000,1,1800
732,0,42,1,1,1,1,0,94000,0,NA
733,1,55,1,1,0,0,NA,114000,0,NA
734,1,31,0,1,1,1,38.46153846153847,330000,1,2800
735,0,67,1,1,1,0,NA,68100,0,NA
736,0,33,1,1,1,1,67.3076923076923,307000,0,NA
737,0,38,0,1,1,1,35.256410256410255,110000,1,2300
738,0,28,0,1,1,1,34.61538461538461,49050,1,2600
739,1,36,1,1,1,1,22.435897435897438,131900,1,1900
740,0,52,1,0,0,1,45.67307692307692,130500,1,1200
741,1,58,1,1,0,1,14.423076923076923,30000,1,1200
742,0,75,1,1,1,0,NA,21700,0,NA
743,1,41,0,1,1,1,88.46153846153845,230000,0,NA
744,0,36,1,1,0,1,16.73076923076923,106500,1,1000
745,1,45,1,0,0,0,NA,0,1,200
746,1,30,1,1,1,1,3.173076923076923,44300,1,1400
747,0,50,1,1,0,1,8.461538461538462,33000,1,1000
748,0,26,1,1,0,1,30.21978021978022,110000,1,2000
749,0,36,0,1,0,1,19.23076923076923,60000,1,2000
750,0,32,1,1,1,1,48.07692307692308,220000,0,NA
751,1,51,1,1,0,1,42.73504273504273,199000,0,NA
752,0,66,1,1,0,1,29.264214046822744,82000,0,NA
753,1,73,1,1,0,0,NA,46600,1,500
754,1,83,1,1,0,0,NA,36600,0,NA
755,1,36,1,1,0,1,21.36752136752137,84300,1,1300
756,0,95,1,0,0,0,NA,14000,1,970
757,1,34,1,1,0,1,0,199970,0,NA
758,0,50,0,0,0,1,102.40384615384615,353000,1,1600
759,1,41,1,1,1,1,70.67307692307693,447000,0,NA
760,0,57,1,1,1,1,83.33333333333333,260000,1,3500
761,0,59,0,1,0,0,2.8846153846153846,339730,1,1200
762,0,57,1,1,1,1,54.94505494505494,196600,1,1500
763,0,32,1,1,0,0,30.288461538461537,63000,0,NA
764,1,47,0,1,1,1,62.5,130000,1,2400
765,1,53,1,1,1,1,38.46153846153847,140800,0,NA
766,0,80,1,1,0,0,NA,40200,0,NA
767,1,41,1,1,1,1,0,30600,1,1100
768,1,31,1,1,1,1,84.61538461538461,275000,1,1600
769,1,40,1,1,1,1,30.769230769230766,74700,1,2400
770,1,73,1,1,0,0,NA,53700,0,NA
771,0,50,0,1,1,1,72.11538461538461,150000,0,NA
772,1,40,1,1,1,1,35.31468531468531,302000,1,3600
773,0,45,1,1,1,1,27.472527472527474,50000,1,530
774,0,49,0,1,1,1,24.03846153846154,100000,1,3500
775,1,39,1,1,1,1,45.19230769230769,94000,0,NA
776,0,63,1,1,0,0,NA,37900,0,NA
777,1,89,1,1,0,0,NA,0,1,800
778,0,31,0,1,1,1,43.75,103000,1,1700
779,0,32,1,1,0,0,86.53846153846153,192000,1,1300
780,1,49,0,1,1,0,NA,682000,1,5100
781,0,53,1,0,0,0,NA,17000,1,1300
782,0,48,1,1,1,1,0,31800,1,1300
783,0,50,1,0,0,1,67.3076923076923,140000,1,2400
784,1,30,1,1,1,1,31.25,117000,1,2600
785,1,84,1,1,0,0,NA,13600,1,200
786,1,35,1,1,1,0,NA,87000,0,NA
787,1,33,1,1,1,1,55.55555555555556,230000,1,2900
788,1,32,1,1,1,1,34.61538461538461,175000,1,2500
789,1,67,1,1,1,0,NA,17400,0,NA
790,0,23,0,1,1,0,NA,200000,1,3400
791,0,81,1,0,0,0,NA,14400,1,650
792,0,27,1,1,1,1,62.5,130000,1,3200
793,0,30,1,1,0,0,NA,0,1,1300
794,0,75,1,1,0,0,NA,17600,1,560
795,0,63,1,1,1,0,NA,7200,0,NA
796,0,38,1,1,1,0,25.961538461538463,54010,1,2300
797,0,48,1,1,0,0,NA,28000,1,1600
798,0,33,0,1,1,1,144.23076923076923,500000,1,5100
799,0,64,1,1,1,1,38.46153846153847,205900,0,NA
800,1,51,1,1,1,1,21.978021978021978,92000,0,NA
801,0,50,1,1,1,1,150,434000,1,2300
802,1,62,1,1,1,1,24.03846153846154,61200,0,NA
803,0,59,1,1,1,1,54.94505494505494,120300,1,2500
804,0,31,0,1,1,0,NA,0,1,2800
805,0,35,1,1,1,1,55.769230769230774,145000,1,2300
806,0,74,1,1,0,0,NA,19900,1,1400
807,1,31,1,1,1,1,34.61538461538461,283000,1,5100
808,0,39,0,1,1,1,168.26923076923077,530000,1,5100
809,0,39,1,1,0,1,9.615384615384617,40000,1,1000
810,0,32,0,1,1,1,62.5,210000,1,2900
811,0,19,1,1,0,1,24.03846153846154,80000,1,1700
812,0,41,0,1,1,1,96.15384615384616,312000,1,3200
813,1,62,1,1,0,1,14.230769230769232,47500,1,1400
814,0,38,0,1,1,1,39.42307692307692,82000,1,970
815,0,80,1,1,0,1,13.62179487179487,42500,0,NA
816,1,30,0,1,1,0,NA,0,1,3000
817,1,38,1,1,1,1,73.71794871794872,630000,0,NA
818,0,51,1,1,1,0,3.173076923076923,14600,0,NA
819,0,41,1,1,1,1,120.1923076923077,410000,1,5100
820,0,57,1,1,0,1,14.423076923076923,126800,0,NA
821,1,66,1,1,0,0,NA,171200,1,1800
822,0,48,1,1,1,1,8.974358974358974,101800,0,NA
823,1,77,1,0,0,1,10.288461538461538,20300,1,950
824,0,52,0,1,1,1,21.634615384615383,139000,0,NA
825,0,28,1,1,1,1,34.61538461538461,155000,1,2300
826,0,36,1,1,1,1,25,155500,0,NA
827,1,38,1,1,1,1,32.05128205128205,737000,0,NA
828,0,68,1,1,1,1,65.78947368421052,188100,0,NA
829,0,38,0,1,1,1,62.5,130000,1,1700
830,1,95,1,0,0,0,NA,12000,1,200
831,1,62,1,1,1,1,33.17307692307692,69300,1,1300
832,1,61,1,1,1,1,34.61538461538461,72000,0,NA
833,0,87,1,1,1,0,NA,60450,0,NA
834,1,33,1,1,1,0,NA,32000,1,1800
835,0,35,0,1,1,1,48.07692307692308,100000,1,1100
836,1,24,1,1,1,1,36.05769230769231,75020,1,2200
837,0,60,0,1,0,0,NA,21400,1,750
838,0,34,0,1,1,1,96.15384615384616,525000,1,5100
839,1,43,1,1,0,1,40.86538461538461,342600,1,1800
840,0,41,1,1,1,1,38.46153846153846,110300,0,NA
841,0,43,1,1,1,1,64.1025641025641,335100,0,NA
842,1,68,1,1,0,0,NA,21200,1,390
843,0,65,1,1,0,0,NA,76700,0,NA
844,1,74,1,1,1,0,NA,45000,0,NA
845,1,41,1,1,1,1,37.01923076923077,230500,0,NA
846,1,71,1,1,1,0,NA,105900,0,NA
847,0,73,1,1,1,0,NA,43800,0,NA
848,1,26,1,1,0,1,36.05769230769231,215000,1,3800
849,1,50,1,1,0,0,NA,0,1,560
850,0,46,1,1,1,1,21.634615384615383,151000,0,NA
851,1,33,1,1,1,1,53.64372469635628,152100,0,NA
852,1,77,0,1,1,0,26.923076923076923,98000,0,NA
853,1,25,1,1,1,1,28.846153846153847,60000,0,NA
854,1,56,1,1,1,1,48.07692307692308,100000,0,NA
855,0,44,1,1,1,1,44.871794871794876,105000,1,2500
856,1,27,1,1,1,1,24.23076923076923,63000,1,1400
857,1,21,1,1,0,1,11.057692307692308,78500,1,1800
858,0,56,1,1,1,1,46.15384615384615,304000,0,NA
859,0,54,1,1,0,1,24.03846153846154,50000,1,650
860,0,44,0,1,1,1,58.65384615384615,302000,1,980
861,1,29,0,1,1,1,33.65384615384615,80000,0,NA
862,1,48,1,1,1,1,48.07692307692308,100000,1,890
863,1,49,1,1,0,1,43.26923076923077,135000,1,500
864,1,59,1,1,0,0,NA,34000,0,NA
865,1,42,0,1,0,1,8.333333333333334,48000,1,990
866,0,73,1,1,0,0,31.704781704781706,90400,1,1100
867,1,95,1,1,1,0,NA,8800,0,NA
868,0,36,0,1,1,1,72.11538461538461,300000,0,NA
869,1,66,1,1,0,0,NA,39700,1,860
870,1,25,1,1,1,1,27.77777777777778,157200,1,2200
871,0,32,1,1,1,1,104.7008547008547,929000,0,NA
872,1,45,0,1,0,1,2.403846153846154,20900,1,1600
873,1,88,1,1,0,0,NA,19400,0,NA
874,0,66,1,0,0,1,9.875259875259875,19000,1,510
875,0,40,0,1,1,1,59.61538461538462,124000,1,1700
876,1,58,1,1,0,1,15.054945054945055,103100,0,NA
877,0,40,1,1,1,1,94.67455621301775,428500,0,NA
878,0,47,1,1,1,0,54.32692307692307,151500,1,2100
879,1,76,1,1,1,0,NA,85000,0,NA
880,0,58,1,1,0,0,NA,46200,1,1500
881,1,66,1,1,0,0,NA,13500,0,NA
882,1,47,1,1,0,0,NA,0,1,50
883,0,32,1,1,1,1,98.07692307692308,525000,0,NA
884,0,37,1,1,0,1,41.060291060291064,125300,1,1500
885,0,38,1,1,0,0,NA,122000,0,NA
886,0,51,0,1,0,1,28.269230769230766,39400,1,1100
887,0,47,0,1,1,1,57.69230769230769,277400,1,1700
888,1,85,1,1,1,0,NA,55400,0,NA
889,0,31,1,1,1,1,30.288461538461537,108000,1,800
890,0,72,1,1,1,0,NA,36100,1,1500
891,0,38,1,1,1,1,4.807692307692308,155000,1,1800
892,0,43,1,1,1,1,79.32692307692307,180000,0,NA
893,1,30,1,1,1,1,28.846153846153847,60000,1,950
894,0,86,1,0,0,0,NA,18600,0,NA
895,1,32,1,1,1,1,14.423076923076923,90000,1,1800
896,0,29,1,1,1,1,28.076923076923077,70400,1,1800
897,1,65,1,1,1,0,NA,145700,0,NA
898,0,30,1,1,1,1,20.833333333333332,65000,1,2500
899,1,43,1,1,1,1,143.16239316239316,335000,1,3000
900,1,58,1,1,0,1,0,60000,0,NA
901,0,27,1,1,0,1,19.230769230769234,40000,1,1400
902,0,68,1,1,0,1,10.76923076923077,58600,1,1600
903,0,72,1,1,1,0,NA,9700,0,NA
904,0,70,1,1,1,0,NA,24000,1,810
905,0,32,0,1,1,0,NA,24000,1,1400
906,1,56,1,0,0,0,NA,30000,1,430
907,0,36,1,1,1,1,16.538461538461537,83000,0,NA
908,1,44,1,1,1,1,128.2051282051282,400250,1,2700
909,1,86,0,1,1,0,NA,173900,0,NA
910,0,68,1,0,0,0,NA,9600,1,210
911,0,37,1,1,1,1,72.11538461538461,340000,1,5100
912,1,75,1,1,1,0,NA,15000,1,670
913,0,83,1,1,0,0,0,116000,0,NA
914,0,57,1,1,0,1,39.560439560439555,72680,1,1100
915,0,28,1,1,1,1,40.86538461538461,95000,1,3700
916,0,40,1,1,1,1,96.15384615384615,345000,0,NA
917,1,75,1,1,0,0,NA,17100,1,330
918,1,25,1,1,0,0,7.538461538461538,20080,1,1200
919,0,52,1,1,1,1,53.41880341880342,191000,1,550
920,1,47,1,1,1,1,28.846153846153847,135500,1,2700
921,1,44,1,1,1,1,72.64957264957265,310000,1,3500
922,1,25,0,1,1,0,NA,0,1,3700
923,1,53,1,1,0,1,36.05769230769231,75000,1,1400
924,0,53,1,1,0,1,35.4251012145749,82000,0,NA
925,1,32,1,1,1,1,21.794871794871792,62100,1,3000
926,1,37,0,1,1,0,NA,200000,0,NA
927,1,32,1,1,1,1,38.46153846153846,100000,0,NA
928,0,53,0,1,1,1,38.94230769230769,91000,1,2800
929,0,46,1,1,1,1,31.25,85100,0,NA
930,1,37,1,1,1,1,17.032967032967033,31000,1,1300
931,1,49,1,1,1,1,69.71153846153847,145000,0,NA
932,1,31,1,1,1,1,14.423076923076923,65000,0,NA
933,1,45,1,0,0,0,NA,115500,1,1500
934,0,38,1,1,1,0,6.9230769230769225,28200,1,1100
935,0,33,1,1,1,1,57.69230769230769,240000,1,2800
936,0,64,1,1,0,1,0,100000,0,NA
937,0,37,0,1,0,0,NA,0,1,1500
938,1,41,1,1,1,1,46.47435897435898,348000,1,3500
939,1,42,1,1,1,0,60.09615384615385,125000,1,1800
940,0,32,0,1,1,1,81.73076923076923,170000,1,2600
941,0,40,1,1,0,1,33.65384615384615,140200,0,NA
942,0,41,1,1,1,1,0,96500,1,1300
